Order,PID,MS SubClass,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Sale Type,Sale Condition,SalePrice,MS Zoning_c (all),MS Zoning_fv,MS Zoning_i (all),MS Zoning_rh,MS Zoning_rl,MS Zoning_rm,Neighborhood_blueste,Neighborhood_brdale,Neighborhood_brkside,Neighborhood_clearcr,Neighborhood_collgcr,Neighborhood_crawfor,Neighborhood_edwards,Neighborhood_gilbert,Neighborhood_greens,Neighborhood_grnhill,Neighborhood_idotrr,Neighborhood_landmrk,Neighborhood_meadowv,Neighborhood_mitchel,Neighborhood_names,Neighborhood_noridge,Neighborhood_npkvill,Neighborhood_nridght,Neighborhood_nwames,Neighborhood_oldtown,Neighborhood_sawyer,Neighborhood_sawyerw,Neighborhood_somerst,Neighborhood_stonebr,Neighborhood_swisu,Neighborhood_timber,Neighborhood_veenker,Kitchen Qual Ord,price_per_sqft,bathroom_ratio,quality_x_area,Gr Liv Area Log,Age Group
207,903454060,190,70.0,-0.56252333073116,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,,0.0,Fa,Fa,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,Fa,N,SBrkr,372,720,0,-0.7945492338136749,0.0,0.0,2,0,3,2,Fa,7,Mod,0,,,,,0.0,0.0,,,N,0,0,0,0,0,0,,,Othr,3500,7,WD ,Normal,55000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,50.366300366300365,0.2857142857142857,4368,6.996681488176539,Old
208,903476030,190,76.0,-0.31032406005349755,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,360.0,360.0,GasA,Gd,Y,SBrkr,1032,780,0,0.6325723542012707,0.0,0.0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,1999.0,Unf,2.0,672.0,TA,TA,N,344,0,40,0,0,0,,MnPrv,,0,5,WD ,Normal,140000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,77.2626931567329,0.25,9060,7.502738210754851,Old
209,904100140,70,68.0,1.734602046032376,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1032.0,1032.0,GasA,Ex,Y,SBrkr,1207,1196,0,1.8040013243635387,0.0,0.0,2,0,4,1,TA,10,Typ,2,TA,Attchd,1940.0,Unf,1.0,349.0,TA,TA,Y,56,0,318,0,0,0,,,,0,6,COD,Normal,244400.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,101.70620058260508,0.2,16821,7.784889295655098,Old
210,904101110,20,100.0,0.6379700449132992,Pave,Unknown,IR1,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,90.0,TA,TA,CBlock,Gd,TA,No,Rec,766.0,Unf,0.0,656.0,1422.0,GasA,Gd,Y,SBrkr,1675,0,0,0.36102282981509354,0.0,0.0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1959.0,Unf,1.0,365.0,TA,TA,Y,0,132,0,0,0,0,,,,0,5,WD ,Normal,173000.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,103.28358208955224,0.25,8375,7.424165281042028,Old
211,904300150,50,72.0,0.06263269392401115,Pave,Unknown,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,3,1917,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Gd,Fa,No,Unf,0.0,Unf,0.0,689.0,689.0,GasA,Gd,N,SBrkr,725,499,0,-0.5329102760109349,0.0,0.0,1,1,3,1,Po,6,Mod,0,,Detchd,1917.0,Unf,1.0,180.0,Fa,Fa,N,0,0,248,0,0,0,,,,0,1,COD,Normal,107500.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,87.82679738562092,0.25,6120,7.110696122978827,Old
212,904302260,190,60.0,-0.028308126832663188,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1.5Fin,5,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,1026.0,Unf,0.0,186.0,1212.0,GasA,TA,N,SBrkr,1212,180,0,-0.19991523880744758,1.0,0.0,1,0,3,1,TA,6,Typ,0,,,,,0.0,0.0,,,N,0,0,168,0,0,0,,,,0,2,ConLD,Normal,100000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,71.83908045977012,0.16666666666666666,6960,7.239214973779806,Old
213,904350045,50,65.0,-0.5127046570652769,Pave,Unknown,IR1,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,368.0,Unf,0.0,232.0,600.0,GasA,Ex,N,SBrkr,600,319,0,-1.1374548376005993,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1940.0,Unf,1.0,231.0,TA,TA,Y,0,0,45,0,0,0,,MnPrv,,0,3,WD ,Normal,95000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,103.37323177366703,0.2,5514,6.824373670043086,Old
214,904351040,70,68.0,-0.4570468869846893,Pave,Unknown,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,4,1,1907,1950,Gambrel,CompShg,Wd Sdng,Stucco,,0.0,TA,TA,CBlock,TA,TA,No,Rec,73.0,Unf,0.0,634.0,707.0,GasW,TA,N,SBrkr,942,942,0,0.7752845130027652,0.0,0.0,1,1,4,1,TA,7,Typ,0,,,,,0.0,0.0,,,N,0,0,239,0,0,0,,,,0,3,WD ,Abnorml,93369.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,49.55891719745223,0.21428571428571427,7536,7.541683099882111,Old
215,904352190,190,60.0,-0.5068655606505724,Pave,Unknown,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,2fmCon,1.5Fin,5,7,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,736.0,Unf,0.0,120.0,856.0,GasA,Gd,Y,SBrkr,936,744,0,0.3709333963985307,1.0,0.0,2,0,2,2,TA,7,Typ,1,Gd,Detchd,1910.0,Unf,2.0,450.0,TA,Fa,P,56,144,0,0,0,0,,,,0,6,COD,Normal,114900.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,68.39285714285714,0.2857142857142857,8400,7.427144133408616,Old
216,905101100,50,54.0,-0.4703401490351868,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Gd,N,SBrkr,780,240,0,-0.9372613926151695,0.0,0.0,1,0,2,1,TA,6,Typ,0,,,,,0.0,0.0,,,N,0,0,176,0,0,0,,,,0,5,WD ,Normal,94000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,92.15686274509804,0.16666666666666666,5100,6.928537818164665,Old
217,905101300,90,72.0,0.08014998316812465,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,4,3,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,72.0,Fa,Fa,CBlock,TA,TA,No,ALQ,704.0,Unf,0.0,1128.0,1832.0,GasA,TA,N,SBrkr,1832,0,0,0.6722146205350192,2.0,0.0,2,0,4,2,TA,8,Typ,0,,,,,0.0,0.0,,,Y,0,58,0,0,0,0,,,,0,5,WD ,Normal,136000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,74.23580786026201,0.25,7328,7.513709247839705,Recent
218,905101310,90,72.0,0.08077116363777406,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1768.0,1768.0,GasA,TA,N,SBrkr,1768,0,0,0.545359368267024,0.0,0.0,2,0,4,2,TA,8,Typ,0,,,,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,4,WD ,Normal,136500.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,77.20588235294117,0.25,7072,7.478169694159785,Recent
219,905102060,190,75.0,0.18599913519638495,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841.0,Unf,0.0,198.0,1039.0,GasA,Ex,Y,SBrkr,1039,0,0,-0.8996012395981084,1.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1965.0,Unf,2.0,504.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,WD ,Normal,131500.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,126.56400384985562,0.25,5195,6.946975992135418,Recent
220,905103060,20,68.0,0.15071608452029817,Pave,Unknown,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,Gd,TA,No,ALQ,1302.0,Unf,0.0,90.0,1392.0,GasA,TA,Y,SBrkr,1392,0,0,-0.19991523880744758,1.0,0.0,1,1,3,1,TA,5,Mod,1,Gd,Detchd,1957.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,95,0,,,,0,5,WD ,Normal,121500.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,87.28448275862068,0.3,6960,7.239214973779806,Old
221,905104210,20,70.0,-0.1996297003619718,Pave,Unknown,Reg,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842.0,Unf,0.0,70.0,912.0,GasA,TA,Y,SBrkr,912,0,0,-1.1513296308174115,0.0,0.0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1974.0,Unf,1.0,336.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,5,WD ,Normal,125000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,137.06140350877192,0.2,4560,6.816735880594968,Recent
222,905105070,20,68.0,-0.23379462619268962,Pave,Unknown,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188.0,ALQ,668.0,204.0,1060.0,GasA,Ex,Y,SBrkr,1060,0,0,-0.8579768599476726,1.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1968.0,Unf,1.0,270.0,TA,TA,Y,406,90,0,0,0,0,,MnPrv,,0,5,WD ,Normal,154000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,145.28301886792454,0.16666666666666666,5300,6.966967138613983,Recent
223,905105200,20,65.0,-0.28920392408541745,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1966,2008,Hip,CompShg,HdBoard,HdBoard,BrkFace,47.0,TA,TA,CBlock,TA,TA,Mn,BLQ,240.0,Rec,474.0,150.0,864.0,GasA,Ex,Y,SBrkr,892,0,0,-1.1909718971511598,1.0,0.0,1,0,3,1,Gd,5,Typ,0,,Detchd,1966.0,Unf,1.0,416.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,WD ,Normal,137900.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,154.59641255605382,0.2,4460,6.794586580876499,Recent
224,905106140,60,80.0,-0.09489867317908046,Pave,Unknown,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371.0,Unf,0.0,292.0,663.0,GasA,TA,Y,SBrkr,663,689,0,-0.27919977147494457,0.0,0.0,1,1,4,1,TA,7,Typ,0,,Attchd,1969.0,Fin,1.0,299.0,TA,TA,Y,379,36,0,0,0,0,,MnPrv,,0,3,WD ,Normal,158000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,116.86390532544378,0.21428571428571427,8112,7.210079628170788,Recent
225,905106170,20,65.0,-0.28522836907966115,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,775.0,Unf,0.0,89.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,-1.2464710700184078,1.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1969.0,Unf,1.0,280.0,TA,TA,Y,226,0,0,0,0,0,,,,0,5,WD ,Normal,137250.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,158.85416666666666,0.25,4320,6.762729506931879,Recent
226,905107110,90,68.0,-0.3359166954030534,Pave,Unknown,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1319.0,Unf,0.0,0.0,1319.0,GasA,TA,Y,SBrkr,1373,0,0,-0.23757539182450865,1.0,0.0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1978.0,Fin,2.0,591.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,WD ,Normal,160250.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,116.71522214129644,0.2,6865,7.2254814727822945,Recent
227,905107250,60,86.0,0.1365531698122915,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,Gd,No,Rec,267.0,ALQ,453.0,0.0,720.0,GasA,Ex,Y,SBrkr,720,720,0,-0.10477379960645121,0.0,0.0,1,1,4,1,TA,7,Typ,2,TA,Attchd,1968.0,Unf,2.0,480.0,TA,TA,Y,192,38,0,0,0,0,,MnPrv,,0,3,WD ,Normal,163000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,113.19444444444444,0.21428571428571427,7200,7.273092595999522,Recent
228,905107320,60,68.0,0.18488101035101598,Pave,Unknown,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438.0,Unf,0.0,234.0,672.0,GasA,TA,Y,SBrkr,672,714,0,-0.21180791870757212,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,440.0,TA,TA,Y,335,0,0,0,0,0,,GdPrv,,0,4,WD ,Abnorml,158900.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,114.64646464646465,0.4166666666666667,8316,7.234898420314831,Recent
229,905109130,60,80.0,0.481059858279857,Pave,Unknown,Reg,Lvl,AllPub,Inside,Mod,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201.0,Unf,0.0,105.0,1306.0,GasA,Ex,Y,SBrkr,1306,954,0,1.5205591200772368,1.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,1996.0,RFn,2.0,533.0,TA,TA,Y,296,44,0,0,0,0,,,,0,4,WD ,Normal,328000.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,145.13274336283186,0.35714285714285715,15820,7.72356247227797,New
230,905109170,20,68.0,1.2341790596828075,Pave,Unknown,IR1,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1092.0,Unf,0.0,328.0,1420.0,GasA,Gd,Y,SBrkr,1483,0,0,-0.019542926988891953,1.0,0.0,1,1,1,1,TA,4,Typ,2,TA,Attchd,1977.0,RFn,2.0,690.0,TA,TA,Y,496,0,0,0,0,0,,,,0,4,WD ,Normal,270000.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,182.0633850303439,0.375,10381,7.302496423727326,Recent
231,905201030,30,94.0,-0.10794346304171817,Pave,Unknown,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,TA,N,SBrkr,756,0,0,-1.4605393082206497,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1945.0,Unf,2.0,440.0,TA,TA,N,80,0,0,0,0,0,,,,0,6,WD ,Normal,85000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3,112.43386243386243,0.25,3024,6.6293632534374485,Old
232,905202090,20,60.0,-0.06557895501162808,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442.0,Unf,0.0,625.0,1067.0,GasA,TA,Y,SBrkr,1067,0,0,-0.8441020667308605,0.0,0.0,2,0,2,1,Gd,4,Min2,0,,Attchd,1996.0,Unf,2.0,436.0,TA,TA,Y,290,0,0,0,0,0,,,,0,2,WD ,Normal,128000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,119.96251171508904,0.5,4268,6.97354301952014,Old
233,905325030,40,68.0,1.6731051795370842,Pave,Unknown,Reg,Low,AllPub,Inside,Sev,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258.0,Unf,0.0,74.0,1332.0,GasA,TA,Y,SBrkr,1332,192,0,0.061723718995292456,2.0,0.0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,2.0,586.0,TA,TA,Y,268,0,0,0,0,0,,,,0,4,WD ,Normal,260000.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,170.60367454068242,0.125,10668,7.329749689041512,Recent
234,905352140,60,68.0,0.8639554997717563,Pave,Unknown,IR1,Low,AllPub,CulDSac,Mod,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,PConc,Gd,TA,Av,ALQ,964.0,Unf,0.0,153.0,1117.0,GasA,Ex,Y,SBrkr,1117,864,0,0.9675495047214455,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1978.0,Fin,2.0,522.0,TA,TA,Y,336,104,0,0,0,0,,,,0,5,WD ,Normal,230000.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,116.10297829379101,0.3125,11886,7.591861714889934,Recent
235,905378040,50,124.0,1.0525458903573186,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,3,4,1938,1990,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,288.0,LwQ,684.0,0.0,972.0,GasA,TA,Y,FuseA,1052,558,0,0.23218546423041098,0.0,1.0,2,0,4,1,Fa,8,Typ,1,Gd,Attchd,1938.0,RFn,1.0,480.0,TA,TA,Y,0,0,60,0,0,0,,,Shed,450,6,WD ,Normal,124000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,77.01863354037268,0.25,4830,7.384610383176974,Old
236,905426060,30,85.0,0.061763041266501964,Pave,Unknown,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108.0,Unf,0.0,350.0,458.0,GasA,Fa,N,SBrkr,835,0,0,-1.303952356202343,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Basment,1920.0,Unf,1.0,366.0,Fa,TA,Y,0,0,77,0,0,0,,,Shed,400,5,COD,Abnorml,83000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,99.40119760479043,0.2,4175,6.728628613084702,Old
237,905426200,20,65.0,0.16786066548262202,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,7,1950,1987,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,104.0,Rec,387.0,172.0,663.0,GasA,Ex,Y,SBrkr,1074,0,0,-0.8302272735140486,1.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1987.0,Unf,1.0,467.0,TA,TA,Y,0,52,52,0,0,0,,MnPrv,,0,6,WD ,Normal,144500.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,134.5437616387337,0.16666666666666666,6444,6.980075940561763,Old
238,905451320,20,68.0,-0.06918180173559468,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739.0,Unf,0.0,405.0,1144.0,GasA,TA,Y,SBrkr,1144,0,0,-0.6914793413459289,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1956.0,Unf,1.0,596.0,TA,TA,Y,44,0,0,0,0,0,,,,0,6,WD ,Normal,129000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,112.76223776223776,0.16666666666666666,5720,7.0431599159883405,Old
239,905452110,50,50.0,-0.09663797849409882,Pave,Unknown,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,6,1947,1979,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,192.0,Unf,0.0,564.0,756.0,GasA,Ex,Y,SBrkr,1169,0,362,0.07559851221210442,0.0,0.0,1,0,3,1,TA,8,Typ,1,TA,Detchd,1947.0,Unf,1.0,209.0,Fa,TA,Y,0,0,0,0,0,0,,MnPrv,,0,6,WD ,Normal,127000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,82.9523187459177,0.125,6124,7.3343293503005365,Old
240,905452160,20,75.0,-0.0748966620563693,Pave,Unknown,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1954,1998,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,954.0,Unf,0.0,218.0,1172.0,GasA,TA,Y,SBrkr,1172,0,0,-0.635980168478681,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1954.0,Fin,1.0,366.0,TA,TA,Y,240,0,0,0,0,0,,,,0,6,WD ,Normal,128000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,109.21501706484642,0.2,5860,7.067319848653476,Old
